timestamp	episode	reward	steps	end_reason	route	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-04-26T00:14:31	203	510.004198	415	arrived	ego_route_30	0	2360	0	0	0
2026-04-26T00:14:35	204	799.621050	488	arrived	ego_route_28	0	2366	0	0	0
2026-04-26T00:14:40	205	526.196420	480	arrived	ego_route_33	0	2372	0	0	0
2026-04-26T00:14:46	206	-117.612320	729	arrived	ego_route_34	0	2403	0	0	0
2026-04-26T00:14:52	207	1418.544929	751	arrived	ego_route_12	0	2440	0	0	0
2026-04-26T00:14:58	208	1246.193540	675	arrived	ego_route_23	0	2451	0	0	0
2026-04-26T00:15:05	209	860.430417	808	arrived	ego_route_44	0	2473	0	0	0
2026-04-26T00:15:12	210	107.850900	805	arrived	ego_route_14	0	2513	0	0	0
2026-04-26T00:15:15	211	447.098396	324	arrived	ego_route_16	0	2517	0	0	0
2026-04-26T00:15:18	212	570.583000	279	arrived	ego_route_11	0	2519	0	0	0
2026-04-26T00:15:23	213	1276.137204	656	arrived	ego_route_2	0	2529	0	0	0
2026-04-26T00:15:29	214	-21.047398	645	arrived	ego_route_37	0	2536	0	0	0
2026-04-26T00:15:36	215	1169.533900	736	arrived	ego_route_23	0	2566	0	0	0
2026-04-26T00:15:43	216	241.847047	818	arrived	ego_route_34	0	2595	0	0	0
2026-04-26T00:15:46	217	580.723363	340	arrived	ego_route_22	0	2600	0	0	0
2026-04-26T00:15:53	218	1449.076629	864	arrived	ego_route_4	0	2617	0	0	0
2026-04-26T00:16:01	219	1146.321480	913	arrived	ego_route_3	0	2652	0	0	0
2026-04-26T00:16:05	220	622.652076	457	arrived	ego_route_45	0	2658	0	0	0
2026-04-26T00:16:08	221	542.429839	314	arrived	ego_route_22	0	2660	0	0	0
2026-04-26T00:16:18	222	659.168340	1099	arrived	ego_route_41	0	2684	0	0	0
2026-04-26T00:16:22	223	348.651228	550	arrived	ego_route_25	0	2692	0	0	0
2026-04-26T00:16:26	224	571.067185	449	arrived	ego_route_45	0	2698	0	0	0
2026-04-26T00:16:33	225	397.016734	832	arrived	ego_route_20	0	2714	0	0	0
2026-04-26T00:16:38	226	425.765824	507	arrived	ego_route_37	0	2720	0	0	0
2026-04-26T00:16:41	227	421.553469	310	arrived	ego_route_16	0	2722	0	0	0
2026-04-26T00:16:47	228	1256.314833	739	arrived	ego_route_4	0	2732	0	0	0
2026-04-26T00:16:53	229	1238.163665	747	arrived	ego_route_4	0	2782	0	0	0
2026-04-26T00:16:56	230	437.731440	344	arrived	ego_route_24	0	2784	0	0	0
2026-04-26T00:17:01	231	383.600693	556	arrived	ego_route_43	0	2793	0	0	0
2026-04-26T00:17:06	232	-670.692886	569	arrived	ego_route_43	0	2803	0	0	0
2026-04-26T00:17:11	233	310.862900	634	arrived	ego_route_33	0	2814	0	0	0
2026-04-26T00:17:13	234	340.061680	199	arrived	ego_route_24	0	2817	0	0	0
2026-04-26T00:17:19	235	787.034672	632	arrived	ego_route_8	0	2824	0	0	0
2026-04-26T00:17:27	236	1069.712900	909	arrived	ego_route_5	0	2869	0	0	0
2026-04-26T00:17:33	237	1098.231727	743	arrived	ego_route_5	0	2921	0	0	0
2026-04-26T00:17:40	238	535.647780	798	arrived	ego_route_41	0	2958	0	0	0
2026-04-26T00:17:45	239	637.422768	575	arrived	ego_route_26	0	2965	0	0	0
2026-04-26T00:17:50	240	967.021193	639	arrived	ego_route_44	0	2971	0	0	0
2026-04-26T00:17:56	241	1287.509044	676	arrived	ego_route_34	0	2977	0	0	0
2026-04-26T00:18:01	242	720.080990	641	arrived	ego_route_26	0	2986	0	0	0
2026-04-26T00:18:04	243	473.950000	302	arrived	ego_route_10	0	2988	0	0	0
2026-04-26T00:18:10	244	352.434333	664	arrived	ego_route_26	0	2997	0	0	0
2026-04-26T00:18:18	245	1424.213150	926	arrived	ego_route_5	0	3038	0	0	0
2026-04-26T00:18:25	246	1216.249160	802	arrived	ego_route_23	0	3071	0	0	0
2026-04-26T00:18:32	247	449.030720	830	arrived	ego_route_14	0	3106	0	0	0
